,hospital_overall_rating,emergency_services,hospital_type,mortality_national_comparison,safety_of_care_national_comparison,readmission_national_comparison,patient_experience_national_comparison,effectiveness_of_care_national_comparison,timeliness_of_care_national_comparison
2530,4.0,True,1,2,2,2,1,2,2
2531,,True,2,2,4,2,4,4,4
2532,2.0,True,1,1,3,3,3,1,3
2533,4.0,True,1,2,2,2,1,2,1
2534,3.0,False,1,2,2,2,2,2,1
2535,,True,2,4,4,4,4,4,4
2536,,True,2,4,4,4,4,4,4
2537,,True,2,4,4,4,4,4,4
2538,,True,2,4,4,4,4,4,4
2539,,True,1,4,4,4,4,2,1
2540,4.0,True,2,4,4,2,1,2,1
2541,4.0,True,1,2,2,2,2,2,2
2542,3.0,True,1,1,2,3,2,1,3
2543,4.0,True,1,2,2,1,3,2,3
2544,3.0,True,1,2,2,2,2,3,2
2545,3.0,True,1,2,2,1,2,2,2
2546,4.0,True,1,2,2,2,1,2,1
2547,5.0,True,1,2,2,1,1,1,2
2548,,True,3,4,4,4,4,4,4
2549,2.0,True,1,1,3,3,2,2,3
2550,3.0,True,1,1,3,2,3,2,3
2551,3.0,True,2,2,4,2,1,4,2
2552,2.0,True,1,2,2,2,3,2,3
2553,3.0,True,1,2,2,2,2,2,1
2554,2.0,True,1,2,1,3,3,3,1
2555,3.0,True,1,2,2,1,3,2,3
2556,,False,1,4,4,4,4,2,1
2557,,True,1,4,4,4,4,4,4
2558,,True,2,4,4,4,2,2,1
2559,3.0,True,2,2,4,2,2,2,1
2560,,True,2,4,4,4,4,4,4
2561,4.0,True,1,1,2,2,2,1,3
2562,3.0,True,1,4,2,2,2,2,3
2563,4.0,True,2,2,4,2,1,4,4
2564,1.0,True,1,1,3,3,3,1,3
2565,2.0,True,1,2,4,3,2,3,1
2566,,True,2,4,4,4,4,2,2
2567,2.0,True,1,2,3,1,3,1,2
2568,4.0,True,1,2,2,2,1,2,2
2569,1.0,True,1,2,3,3,3,3,3
2570,3.0,True,2,2,4,3,4,2,1
2571,3.0,True,1,3,2,1,1,2,3
2572,3.0,True,1,2,3,1,3,2,3
2573,4.0,True,1,2,1,2,2,2,1
2574,3.0,True,2,2,4,2,4,2,1
2575,3.0,True,2,4,4,2,4,2,1
2576,4.0,True,2,4,4,2,1,2,1
2577,2.0,True,2,2,4,2,4,3,2
2578,3.0,False,1,2,4,2,4,3,4
2579,3.0,True,1,2,3,1,2,2,1
2580,4.0,True,1,2,1,1,2,3,2
2581,3.0,True,1,3,2,2,1,3,1
2582,3.0,True,2,2,4,2,1,2,2
2583,3.0,True,2,4,4,2,4,2,1
2584,2.0,True,1,3,2,3,2,3,2
2585,2.0,True,1,2,1,3,3,2,2
2586,3.0,True,1,2,1,3,3,1,1
2587,2.0,True,1,1,3,3,3,2,3
2588,3.0,True,1,2,2,2,1,1,1
2589,2.0,True,1,3,1,1,3,1,3
2590,3.0,True,1,2,2,2,2,3,2
2591,4.0,True,2,2,4,2,1,3,2
2592,4.0,True,2,4,4,2,1,2,1
2593,2.0,True,1,3,2,2,3,1,3
2594,3.0,True,1,2,3,1,2,2,2
2595,,True,1,4,4,4,4,4,4
2596,4.0,True,1,2,2,1,1,1,2
2597,,False,1,4,4,4,4,4,4
2598,3.0,True,1,3,2,2,1,2,1
2599,1.0,True,1,3,3,3,3,1,3
2600,3.0,True,1,2,2,2,2,2,2
2601,,True,1,4,4,4,4,4,4
2602,3.0,True,1,2,1,2,3,3,2
2603,2.0,True,1,2,2,3,3,2,3
2604,,True,2,4,4,4,4,4,2
2605,4.0,True,1,2,1,2,2,1,3
2606,3.0,True,1,2,1,1,3,1,2
2607,,True,2,2,4,2,4,4,4
2608,4.0,True,1,3,2,1,1,2,1
2609,3.0,True,2,2,4,2,2,4,4
2610,,True,2,4,4,2,4,4,4
2611,3.0,True,1,2,2,1,2,2,2
2612,3.0,True,1,2,4,2,1,2,1
2613,4.0,True,2,2,4,2,1,2,1
2614,,False,1,4,4,4,4,3,4
2615,3.0,True,2,2,4,2,2,2,4
2616,3.0,True,1,2,2,2,3,2,2
2617,1.0,True,1,3,3,3,3,1,3
2618,3.0,True,2,2,2,2,1,2,2
2619,3.0,True,2,2,4,2,4,2,1
2620,3.0,False,1,2,2,3,2,3,1
2621,,True,2,4,4,4,4,2,2
2622,2.0,True,2,2,4,2,3,4,4
2623,3.0,True,1,1,2,2,3,2,2
2624,4.0,True,1,2,2,2,1,2,2
2625,3.0,True,1,2,2,2,2,1,2
2626,2.0,True,1,2,2,3,3,1,3
2627,,True,2,4,4,2,4,4,4
2628,2.0,True,1,2,3,3,1,2,3
2629,4.0,True,2,2,4,2,2,2,1
2630,5.0,False,1,2,4,1,1,2,4
2631,4.0,True,1,2,2,2,1,2,2
2632,4.0,True,1,1,2,1,2,1,3
2633,4.0,True,1,2,4,2,1,3,2
2634,5.0,True,1,2,1,1,1,2,2
2635,4.0,True,1,2,2,1,2,1,2
2636,3.0,True,1,2,4,2,4,3,4
2637,2.0,True,1,4,2,3,3,2,3
2638,3.0,True,1,2,1,3,3,2,3
2639,2.0,True,1,2,2,3,3,2,3
2640,,True,2,4,4,4,4,4,4
2641,4.0,True,2,2,4,2,1,2,4
2642,,True,2,4,4,4,4,4,4
2643,,True,1,4,4,4,4,4,4
2644,,False,3,4,4,4,4,4,4
2645,3.0,True,1,2,3,2,2,2,1
2646,4.0,True,1,2,1,1,3,1,3
2647,4.0,True,1,1,3,1,1,2,1
2648,,True,2,4,4,2,4,4,4
2649,,True,2,4,4,4,4,4,4
2650,,True,2,4,4,4,4,4,4
2651,4.0,True,2,2,4,2,4,2,2
2652,,True,2,4,4,4,4,4,2
2653,3.0,True,1,2,2,2,2,2,2
2654,4.0,True,1,2,2,1,1,2,1
2655,3.0,True,1,2,1,3,2,3,2
2656,3.0,True,2,4,4,2,1,2,1
2657,3.0,True,1,2,2,2,2,3,2
2658,4.0,True,1,2,2,1,2,1,2
2659,,True,1,4,4,4,4,3,1
2660,2.0,True,1,2,3,2,3,1,2
2661,3.0,True,1,2,1,1,3,3,3
2662,,True,3,4,4,4,4,4,4
2663,2.0,True,1,1,3,3,3,2,3
2664,,False,1,4,4,4,4,4,4
2665,2.0,True,1,2,2,3,3,2,2
2666,3.0,True,1,2,2,2,2,1,2
2667,4.0,True,1,2,2,2,2,2,2
2668,3.0,True,1,2,3,1,3,1,3
2669,3.0,True,1,2,2,2,2,2,2
2670,2.0,True,1,2,1,3,3,2,3
2671,2.0,True,2,2,4,2,3,2,4
2672,2.0,True,1,2,2,2,3,1,3
2673,4.0,True,1,2,3,1,1,2,3
2674,3.0,True,1,2,2,1,2,2,2
2675,3.0,True,1,2,2,2,2,2,1
2676,3.0,True,1,2,3,2,1,1,1
2677,5.0,True,1,2,2,1,1,1,2
2678,5.0,False,1,4,2,4,1,1,4
2679,3.0,True,1,2,4,2,1,3,1
2680,3.0,True,2,2,4,2,1,2,4
2681,4.0,True,1,1,1,3,1,1,2
2682,4.0,True,1,2,3,1,1,1,2
2683,2.0,True,1,2,3,3,2,1,3
2684,4.0,True,1,2,2,1,1,2,2
2685,4.0,True,1,2,1,2,2,1,1
2686,3.0,True,1,2,2,3,2,2,1
2687,4.0,True,1,2,2,2,1,2,2
2688,3.0,True,1,2,2,3,1,2,1
2689,2.0,True,1,2,2,2,2,3,3
2690,,True,2,4,4,2,4,4,1
2691,2.0,True,1,2,3,3,2,2,2
2692,2.0,True,1,2,2,3,3,1,2
2693,3.0,True,1,2,2,1,2,2,2
2694,3.0,True,1,3,1,3,2,2,3
2695,3.0,True,1,2,1,3,2,2,3
2696,4.0,True,2,2,4,2,4,4,4
2697,,True,2,4,4,4,4,4,2
2698,,True,2,4,4,4,4,4,4
2699,,True,2,4,4,2,4,4,4
2700,4.0,True,1,2,1,1,2,2,1
2701,4.0,True,2,2,4,2,1,2,1
2702,4.0,True,1,2,2,2,1,2,1
2703,,True,2,4,4,4,4,4,4
2704,1.0,True,1,2,3,3,3,2,3
2705,,False,3,4,4,4,4,4,4
2706,4.0,True,2,2,4,2,1,4,2
2707,2.0,True,2,2,4,3,2,2,2
2708,3.0,True,1,2,2,2,1,2,1
2709,2.0,True,1,2,2,3,3,1,3
2710,5.0,True,1,2,1,1,1,1,2
2711,3.0,True,1,2,2,1,2,1,1
2712,,False,1,4,4,4,4,4,4
2713,,True,1,4,4,4,4,4,4
2714,5.0,True,1,2,1,1,1,2,2
2715,,True,2,4,4,4,4,4,4
2716,3.0,True,2,2,4,2,4,4,4
2717,2.0,True,1,2,2,2,3,3,1
2718,3.0,True,1,2,1,2,3,2,3
2719,3.0,True,2,2,4,2,4,4,1
2720,,True,2,4,4,4,4,4,4
2721,4.0,True,1,2,2,2,1,1,2
2722,3.0,True,1,1,3,3,3,1,2
2723,,True,2,4,4,4,4,4,4
2724,3.0,True,1,2,1,2,3,2,3
2725,3.0,True,2,2,4,2,1,4,2
2726,4.0,True,1,1,1,3,1,2,3
2727,3.0,True,1,1,2,2,2,1,2
2728,3.0,True,2,2,4,2,1,4,4
2729,1.0,True,1,3,2,3,3,1,3
2730,4.0,True,2,2,2,2,4,4,4
2731,4.0,True,1,1,1,2,3,1,3
2732,,True,1,4,4,4,4,4,4
2733,2.0,True,1,2,3,3,3,2,1
2734,,True,2,4,4,4,4,4,4
2735,,False,3,4,4,4,4,4,4
2736,3.0,True,2,2,4,2,4,4,2
2737,3.0,True,1,2,2,2,3,2,2
2738,,True,2,4,4,4,4,4,4
2739,1.0,True,1,2,3,3,3,2,3
2740,,True,2,4,4,4,4,2,1
2741,3.0,True,1,2,4,2,3,3,3
2742,,True,2,2,4,2,4,4,4
2743,3.0,True,1,2,3,1,3,2,3
2744,3.0,True,1,2,2,2,3,2,1
2745,,True,1,4,4,4,4,4,4
2746,4.0,True,1,2,2,2,2,2,2
2747,3.0,True,1,1,2,3,1,3,2
2748,4.0,True,2,4,4,2,1,2,2
2749,2.0,True,1,2,2,3,3,1,3
2750,4.0,True,2,4,4,2,1,2,1
2751,,True,2,4,4,2,4,4,4
2752,4.0,True,1,2,2,2,2,2,1
2753,4.0,True,2,2,4,2,1,4,4
2754,4.0,True,1,2,1,1,1,2,2
2755,,True,2,4,4,4,4,4,4
2756,3.0,True,2,2,2,2,1,4,4
2757,2.0,True,1,2,1,3,3,1,1
2758,3.0,True,1,2,1,2,3,2,1
2759,3.0,True,1,2,2,2,1,2,2
2760,2.0,True,1,2,3,1,3,3,3
2761,3.0,True,2,4,4,2,1,2,2
2762,,True,2,4,4,4,4,4,4
2763,2.0,True,1,3,3,1,2,1,2
2764,2.0,True,1,2,1,3,3,2,3
2765,,True,2,2,4,2,4,4,4
2766,2.0,True,1,2,2,2,3,2,4
2767,2.0,True,1,2,1,3,3,2,3
2768,4.0,True,1,2,4,2,1,3,1
2769,3.0,True,1,2,2,2,2,2,1
2770,3.0,True,1,2,2,3,2,1,3
2771,3.0,True,1,2,4,2,2,3,2
2772,3.0,True,1,2,4,2,3,2,2
2773,3.0,True,2,2,4,2,4,2,2
2774,4.0,True,1,3,1,1,1,2,2
2775,3.0,True,1,1,1,3,3,2,3
2776,4.0,True,1,2,1,2,1,1,1
2777,3.0,True,2,2,4,2,4,4,4
2778,3.0,True,2,2,4,2,2,4,4
2779,3.0,True,1,1,2,2,3,1,3
2780,3.0,True,1,2,4,2,2,2,1
2781,,False,1,4,4,4,4,2,4
2782,3.0,True,1,2,4,2,2,2,1
2783,4.0,True,1,2,1,1,1,2,2
2784,2.0,True,1,2,2,3,3,2,3
2785,3.0,True,1,2,2,2,2,2,2
2786,3.0,True,1,1,3,2,2,3,3
2787,4.0,True,1,1,3,1,2,2,3
2788,1.0,True,1,2,2,3,3,2,3
2789,4.0,True,2,2,4,1,1,2,2
2790,3.0,True,1,3,1,1,3,2,3
2791,2.0,True,1,3,2,2,3,2,1
2792,,True,2,2,4,2,4,4,4
2793,3.0,True,1,2,1,3,1,3,3
2794,1.0,False,1,2,3,3,3,2,3
2795,2.0,True,1,2,3,3,3,1,2
2796,2.0,True,1,1,3,3,3,1,3
2797,3.0,True,1,3,2,2,1,1,1
2798,3.0,True,2,2,4,2,2,2,1
2799,,False,1,4,4,4,4,4,4
2800,3.0,False,1,3,1,2,2,2,2
2801,2.0,True,1,2,3,2,3,2,3
2802,4.0,True,1,2,2,2,1,2,2
2803,3.0,True,1,2,3,1,1,2,1
2804,3.0,True,2,4,4,2,4,2,2
2805,,True,2,4,4,4,4,4,4
2806,,True,2,4,4,4,4,4,4
2807,2.0,True,1,2,2,3,3,2,3
2808,,False,1,4,4,4,4,4,4
2809,2.0,True,1,2,2,2,3,2,2
2810,3.0,True,1,4,2,2,1,1,1
2811,,False,1,4,4,4,4,4,4
2812,1.0,True,1,2,3,3,3,2,3
2813,,True,2,2,4,2,4,4,4
2814,3.0,True,1,2,2,2,1,3,3
2815,,True,2,2,4,2,4,4,4
2816,3.0,True,1,2,2,2,2,2,2
2817,2.0,True,1,3,3,3,2,1,3
2818,4.0,True,1,2,1,3,2,1,2
2819,2.0,True,1,1,3,3,3,1,2
2820,,True,2,4,4,4,4,2,4
2821,4.0,True,1,2,2,2,1,1,1
2822,3.0,True,2,2,4,2,1,4,4
2823,2.0,True,1,2,1,3,3,2,3
2824,3.0,True,1,2,4,2,2,3,1
2825,,True,2,4,4,4,4,4,4
2826,4.0,True,1,1,1,1,2,1,3
2827,4.0,True,1,2,2,1,2,1,1
2828,3.0,True,1,4,4,2,1,2,1
2829,,True,2,4,4,2,4,4,4
2830,3.0,True,2,2,4,2,4,4,2
2831,,True,2,4,4,4,4,4,4
2832,,True,2,4,4,2,4,4,2
2833,4.0,True,1,1,3,2,2,2,3
2834,4.0,True,1,4,1,2,1,2,2
2835,1.0,True,1,3,3,3,3,2,2
2836,3.0,True,1,3,2,2,3,1,3
2837,3.0,True,1,1,2,3,1,2,2
2838,4.0,True,2,2,4,2,1,4,2
2839,3.0,True,2,2,4,2,4,2,1
2840,4.0,True,1,2,2,1,2,1,1
2841,4.0,True,1,2,3,1,2,2,2
2842,3.0,True,2,2,4,2,2,2,1
2843,,True,2,4,4,2,4,4,4
2844,3.0,True,2,2,4,2,2,4,4
2845,,True,2,4,4,2,4,4,4
2846,5.0,False,1,4,2,4,1,2,4
2847,,True,2,4,4,4,4,4,4
2848,3.0,True,1,1,1,3,1,1,3
2849,3.0,True,2,2,4,2,4,4,4
2850,5.0,True,1,1,1,1,2,1,1
2851,2.0,True,1,2,3,2,3,1,3
2852,3.0,True,2,2,4,2,2,2,2
2853,2.0,True,1,3,2,3,2,1,1
2854,3.0,True,1,2,1,3,2,1,1
2855,3.0,True,1,3,1,1,3,2,3
2856,,True,2,4,4,4,4,4,1
2857,3.0,True,1,3,2,1,3,2,2
2858,4.0,True,1,2,3,1,1,1,3
2859,3.0,True,1,2,2,3,2,1,1
2860,3.0,True,1,2,2,2,1,1,2
2861,4.0,True,1,2,2,2,1,2,2
2862,3.0,True,1,2,2,1,3,1,1
2863,,True,3,4,2,4,4,4,4
2864,,True,2,4,4,4,4,2,2
2865,1.0,True,1,2,3,2,3,1,3
2866,,True,2,4,4,4,4,4,2
2867,3.0,True,1,2,3,2,3,2,2
2868,,True,2,4,4,4,4,4,2
2869,3.0,True,2,4,4,2,2,2,1
2870,4.0,True,1,2,3,1,1,1,1
2871,,True,2,4,4,2,4,4,4
2872,3.0,True,1,3,1,1,2,3,2
2873,,False,3,4,4,4,4,4,4
2874,3.0,True,1,2,2,2,2,2,2
2875,3.0,True,2,2,4,2,2,4,4
2876,,True,1,4,4,2,4,3,4
2877,2.0,True,1,2,2,3,3,2,2
2878,,True,2,4,4,2,4,4,4
2879,2.0,True,1,2,2,3,2,2,1
2880,,True,2,4,4,4,4,4,4
2881,3.0,True,1,2,2,2,1,2,1
2882,2.0,True,1,1,1,3,3,2,3
2883,4.0,True,2,2,4,2,2,4,2
2884,,True,2,4,4,4,4,4,4
2885,4.0,True,1,1,2,3,3,1,3
2886,,True,2,4,4,4,4,4,4
2887,3.0,True,1,4,4,2,4,3,2
2888,4.0,True,1,1,2,2,1,1,2
2889,,True,2,2,4,2,4,4,4
2890,,True,3,4,4,4,4,4,4
2891,3.0,True,1,2,2,2,2,2,2
2892,,False,1,4,4,4,4,4,4
2893,,True,2,4,4,4,4,2,2
2894,,True,2,4,4,4,4,4,4
2895,,True,2,4,4,4,4,4,4
2896,3.0,True,1,2,2,3,1,2,2
2897,,False,1,4,4,4,4,2,4
2898,3.0,True,2,2,4,3,1,2,1
2899,2.0,True,1,2,3,3,3,2,3
2900,5.0,True,1,2,1,1,1,1,2
2901,4.0,True,1,2,4,1,2,2,1
2902,,True,1,4,4,4,4,2,2
2903,5.0,True,1,1,1,3,1,1,2
2904,2.0,True,1,3,3,1,2,2,2
2905,3.0,True,2,2,4,2,3,3,4
2906,3.0,True,1,2,2,2,2,3,2
2907,,True,2,4,4,4,4,4,4
2908,3.0,True,1,2,4,2,3,2,2
2909,,True,2,2,4,2,4,4,4
2910,4.0,True,1,1,1,3,2,1,2
2911,,True,2,4,4,2,4,4,4
2912,3.0,True,2,2,4,2,1,3,2
2913,,True,1,4,4,4,4,4,4
2914,3.0,True,1,2,3,1,2,2,2
2915,3.0,True,2,2,4,2,2,4,4
2916,4.0,False,1,2,1,2,1,2,4
2917,3.0,True,1,1,1,3,3,1,2
2918,,True,2,4,4,4,4,4,4
2919,3.0,True,1,2,1,3,3,1,3
2920,,True,2,2,4,2,4,4,4
2921,,True,1,4,4,4,4,4,4
2922,,True,2,4,4,4,4,2,1
2923,4.0,False,1,4,2,4,1,2,4
2924,,True,2,4,4,2,4,4,4
2925,3.0,True,1,2,2,3,2,1,2
2926,,True,2,4,4,4,4,4,4
2927,,True,2,4,4,4,4,4,4
2928,2.0,True,1,4,2,2,3,2,2
2929,4.0,True,1,2,2,1,1,2,2
2930,4.0,True,1,2,1,1,1,1,2
2931,3.0,True,1,2,2,2,2,2,1
2932,4.0,True,1,2,2,1,1,2,1
2933,3.0,True,2,4,4,2,2,4,1
2934,3.0,True,2,2,4,2,4,2,2
2935,,True,1,4,4,4,4,3,1
2936,4.0,False,1,2,4,2,1,3,4
2937,5.0,True,1,4,2,4,1,2,4
2938,3.0,True,1,2,2,2,1,2,1
2939,3.0,True,1,2,1,2,3,1,2
2940,2.0,True,1,3,3,3,2,2,2
2941,2.0,True,1,2,2,2,3,2,3
2942,1.0,True,1,1,3,3,3,2,3
2943,1.0,True,1,2,3,3,3,1,3
2944,,True,2,4,4,4,4,4,4
2945,2.0,True,1,2,2,2,3,2,2
2946,3.0,True,1,2,1,2,2,1,2
2947,3.0,True,1,2,4,2,4,2,1
2948,4.0,True,1,1,1,2,3,2,3
2949,4.0,True,1,1,1,3,3,2,3
2950,3.0,True,1,2,2,2,3,1,1
2951,2.0,True,1,2,2,3,3,2,2
2952,,True,2,4,4,4,4,4,4
2953,3.0,True,2,2,4,2,4,4,4
2954,3.0,True,1,2,3,2,2,1,2
2955,3.0,True,1,1,3,1,3,2,3
2956,,True,2,4,4,4,1,2,1
2957,,True,2,4,4,4,4,2,1
2958,3.0,True,1,2,2,2,2,2,2
2959,1.0,True,1,2,3,3,3,3,3
2960,3.0,True,1,3,2,1,1,2,2
2961,3.0,True,1,2,1,3,2,3,2
2962,2.0,True,1,1,3,3,3,3,3
2963,2.0,True,1,2,3,3,3,2,3
2964,4.0,True,2,4,4,2,1,4,2
2965,2.0,True,1,2,2,3,3,2,3
2966,,False,1,4,4,4,4,2,4
2967,2.0,True,1,3,1,2,3,2,2
2968,3.0,True,1,3,1,1,3,1,2
2969,2.0,True,1,2,3,3,3,1,2
2970,,True,2,4,4,2,4,4,4
2971,,False,1,4,4,4,4,2,4
2972,2.0,True,1,3,3,1,2,2,1
2973,2.0,True,1,2,3,3,3,1,3
2974,3.0,True,2,2,4,2,2,2,2
2975,3.0,True,2,2,4,2,1,4,2
2976,3.0,True,1,2,2,2,2,2,1
2977,4.0,True,2,2,4,2,1,4,4
2978,4.0,True,1,2,1,3,1,1,2
2979,4.0,True,1,2,1,3,2,2,2
2980,3.0,True,2,2,4,2,4,2,1
2981,1.0,True,1,2,2,3,3,3,2
2982,5.0,False,1,4,1,4,1,2,4
2983,,True,2,4,4,4,4,4,4
2984,3.0,True,2,2,4,2,1,2,4
2985,2.0,True,1,2,2,3,3,3,3
2986,3.0,True,2,2,4,2,4,2,2
2987,2.0,True,1,2,2,3,3,2,1
2988,,True,2,4,4,4,4,4,4
2989,3.0,True,2,2,4,2,2,4,4
2990,3.0,True,2,4,4,2,4,2,1
2991,4.0,True,1,2,1,1,2,1,2
2992,3.0,True,1,2,1,2,1,3,2
2993,,True,2,4,4,2,4,4,4
2994,2.0,True,1,3,3,3,1,1,1
2995,3.0,True,1,2,2,3,2,2,2
2996,4.0,True,1,2,1,2,1,2,2
2997,1.0,True,1,2,3,3,2,3,1
2998,3.0,True,1,2,2,1,1,2,2
2999,,True,2,4,4,4,4,4,4
3000,4.0,True,1,1,1,3,2,2,3
3001,5.0,True,1,4,1,4,1,2,1
3002,,True,2,4,4,4,4,4,2
3003,2.0,True,1,2,2,2,3,2,3
3004,4.0,True,2,2,4,2,1,4,4
3005,3.0,True,1,4,2,4,4,2,2
3006,,True,2,4,4,4,4,4,4
3007,,True,2,4,4,4,4,4,4
3008,,True,2,4,4,4,4,4,4
3009,4.0,True,2,2,4,2,1,2,2
3010,2.0,True,1,3,1,3,1,2,1
3011,3.0,True,1,2,2,2,2,2,1
3012,4.0,True,1,2,4,2,1,2,1
3013,4.0,True,1,2,1,1,1,2,1
3014,4.0,True,1,2,4,2,2,2,2
3015,,True,2,4,4,2,4,4,4
3016,3.0,True,2,2,4,2,4,2,2
3017,,True,2,4,4,4,4,4,4
3018,,True,2,4,4,4,1,2,1
3019,4.0,True,1,2,1,3,1,2,2
3020,,True,2,4,4,4,4,4,4
3021,,False,2,4,4,4,4,4,4
3022,3.0,True,1,2,2,2,1,2,2
3023,3.0,True,1,2,2,2,1,2,2
3024,,True,2,4,4,4,4,4,4
3025,4.0,True,2,2,4,2,1,2,2
3026,3.0,True,1,2,2,3,2,2,2
3027,,True,2,4,4,4,4,4,4
3028,3.0,True,2,2,4,2,1,4,1
3029,4.0,True,2,2,2,1,1,2,2
3030,,True,2,4,4,4,4,4,4
3031,,True,2,2,4,2,4,4,4
3032,4.0,False,1,4,2,4,1,2,4
3033,,True,2,4,4,4,4,4,4
3034,2.0,True,1,2,3,2,3,3,2
3035,3.0,True,2,4,4,2,4,2,1
3036,3.0,True,2,2,4,2,4,2,2
3037,,True,2,2,4,2,4,4,4
3038,3.0,True,1,2,3,1,2,3,2
3039,5.0,True,1,4,2,4,1,2,2
3040,3.0,True,1,2,3,1,2,2,1
3041,1.0,True,1,2,3,3,3,2,3
3042,3.0,True,2,2,4,2,2,4,4
3043,,False,3,4,4,4,4,4,4
3044,,True,2,4,4,4,4,4,4
3045,4.0,True,1,2,1,1,2,2,2
3046,3.0,True,2,4,4,2,4,4,2
3047,3.0,True,2,2,4,2,1,2,2
3048,3.0,True,1,3,1,3,2,1,2
3049,,True,2,4,4,4,4,4,4
3050,,True,2,4,4,4,4,4,2
3051,,True,2,4,4,2,4,4,4
3052,3.0,True,2,2,4,2,4,4,4
3053,3.0,True,1,2,2,2,2,2,2
3054,4.0,True,1,1,2,1,1,2,2
3055,1.0,True,1,1,3,3,3,2,3
3056,3.0,True,1,2,2,2,1,3,1
3057,3.0,True,2,2,4,2,1,4,4
3058,3.0,True,1,2,3,1,3,1,3
3059,4.0,True,1,2,1,2,1,2,1
3060,,False,2,4,4,4,4,4,2
3061,,True,2,4,4,4,4,4,2
3062,3.0,True,1,2,2,3,2,2,1
3063,3.0,True,2,4,4,2,1,4,1
3064,3.0,True,2,2,4,2,2,4,4
3065,3.0,True,1,2,1,3,2,2,3
3066,4.0,True,1,2,2,2,1,2,1
3067,4.0,True,2,4,4,2,1,2,1
3068,3.0,True,1,2,2,2,2,1,3
3069,3.0,True,1,2,2,2,1,2,1
3070,,True,2,4,4,4,4,4,4
3071,,True,2,4,4,2,4,4,4
3072,3.0,True,2,2,4,2,4,2,1
3073,3.0,True,1,2,2,2,3,2,2
3074,1.0,True,1,2,3,3,3,2,3
3075,,True,1,4,4,2,4,4,4
3076,,True,2,2,4,2,4,4,4
3077,4.0,True,2,2,4,2,4,2,2
3078,3.0,True,1,1,1,3,3,2,3
3079,3.0,True,2,2,4,2,2,2,4
3080,4.0,True,1,2,1,1,1,1,1
3081,1.0,True,1,2,3,3,2,1,3
3082,4.0,True,1,1,3,1,2,2,3
3083,2.0,True,1,2,3,3,3,2,2
3084,5.0,True,1,1,1,1,1,1,2
3085,3.0,False,1,4,2,4,1,2,4
3086,2.0,True,1,2,3,2,3,2,3
3087,3.0,True,2,4,4,2,2,3,2
3088,,True,2,4,4,4,4,4,2
3089,2.0,True,1,3,1,3,3,1,3
3090,2.0,True,1,3,2,3,2,2,2
3091,1.0,True,1,1,3,3,3,1,3
3092,2.0,True,1,2,1,3,2,1,2
3093,,False,2,4,4,4,4,2,2
3094,2.0,True,1,2,2,3,3,3,2
3095,,False,1,4,4,4,4,4,4
3096,4.0,True,1,2,1,1,1,1,3
3097,2.0,True,1,2,1,3,3,3,2
3098,3.0,True,2,2,4,2,1,4,2
3099,4.0,True,1,2,4,2,2,2,1
3100,1.0,True,1,3,3,3,3,3,3
3101,3.0,True,1,2,2,2,1,1,1
3102,3.0,True,1,2,3,2,2,2,2
3103,,True,2,4,4,4,4,4,1
3104,4.0,True,1,2,1,1,2,2,1
3105,,True,2,4,4,4,4,4,2
3106,3.0,True,1,3,1,2,2,1,1
3107,,True,2,4,4,4,4,2,1
3108,4.0,True,1,2,1,1,1,1,2
3109,2.0,True,1,2,3,2,3,2,1
3110,4.0,True,1,2,2,1,1,2,2
3111,,True,2,2,4,2,4,4,4
3112,3.0,True,1,2,2,1,3,1,2
3113,3.0,True,1,2,2,2,2,2,2
3114,,True,2,4,4,4,4,4,4
3115,,False,3,4,4,4,4,4,4
3116,4.0,True,1,2,1,1,2,2,2
3117,2.0,True,1,2,1,3,3,2,3
3118,3.0,True,1,2,2,2,1,2,1
3119,,True,2,4,4,4,4,4,4
3120,4.0,True,2,2,4,2,1,2,2
3121,,True,2,4,4,4,4,4,4
3122,3.0,True,1,2,2,2,2,3,2
3123,,True,2,2,4,2,4,4,4
3124,,True,2,4,4,4,4,4,4
3125,4.0,True,2,2,4,2,1,2,2
3126,3.0,False,1,4,2,3,1,2,4
3127,3.0,True,1,2,2,1,2,1,3
3128,4.0,True,2,2,4,2,1,2,2
3129,3.0,True,1,2,1,2,3,2,1
3130,2.0,True,1,3,2,3,2,2,3
3131,3.0,True,2,2,4,2,2,2,2
3132,,True,2,2,4,2,4,4,4
3133,4.0,True,2,4,4,2,1,2,4
3134,4.0,True,1,2,2,2,1,2,1
3135,2.0,True,1,2,2,2,3,1,2
3136,1.0,True,1,2,3,3,3,2,3
3137,2.0,True,1,3,2,3,2,2,1
3138,4.0,True,1,2,2,2,1,2,1
3139,3.0,True,1,1,2,2,2,2,3
3140,4.0,True,1,3,1,1,3,1,2
3141,2.0,True,1,2,4,2,2,3,1
3142,,True,2,4,4,4,4,2,4
3143,2.0,True,1,2,2,2,3,3,3
3144,3.0,True,1,2,2,2,2,2,2
3145,3.0,True,1,2,2,2,2,1,1
3146,3.0,True,1,2,1,2,2,2,2
3147,3.0,True,1,2,2,2,2,2,1
3148,3.0,False,1,4,3,4,1,2,4
3149,,True,2,4,4,4,4,4,4
3150,3.0,True,1,2,2,3,1,2,2
3151,3.0,True,1,2,1,2,3,2,2
3152,4.0,True,1,2,1,1,1,1,1
3153,3.0,True,1,2,3,1,2,2,1
